sample_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3405,0.1472896,-0.062067617,0.5141178,0.14831775,0.041376285,-0.022076536,0.51828516,0.09365192,0.027476517,0.00039193835,0.7454058,0.36951566,0.08027031,-0.003236503,0.48411953,0.20042737,0.05606782,0.053487577,0.34219983,-0.091717586
3406,0.08725262,-0.05666543,0.57224965,0.18715492,-0.035645217,-0.017297499,0.59784615,0.15040852,-0.07226784,-0.0024003594,0.82910264,0.43134785,-0.042907875,0.0020096106,0.63606316,0.28499013,0.004504822,0.07631768,0.3544905,-0.040086966
3407,0.017482355,-0.062851295,0.704398,0.24487218,-0.13553685,-0.021978086,0.817605,0.29736298,-0.18935761,0.0047121597,1.0458117,0.54454195,-0.19507334,0.012319664,0.8061616,0.40734372,-0.050382726,0.10921836,0.40910086,0.043431826
3408,-0.11206314,-0.05667472,0.9537543,0.38293672,-0.31736138,-0.022469735,1.1626145,0.50741476,-0.41851094,0.004126741,1.4194657,0.7733656,-0.4417931,0.014368005,1.1741593,0.65862226,-0.030831126,0.086345494,0.46556213,0.10988341
3409,-0.20745638,-0.070676915,1.0780846,0.4619552,-0.44048613,-0.022230532,1.3760235,0.66543126,-0.5547928,0.010787042,1.6607913,0.90851325,-0.5105299,0.0136520695,1.2820145,0.7172343,-0.052155286,0.088383,0.47749788,0.17930199
3410,-0.2979497,-0.066241086,1.2558929,0.59757787,-0.47475213,-0.019045005,1.5171324,0.7570511,-0.5902583,0.002135612,1.7720519,1.0025698,-0.65048957,0.03259569,1.5301906,0.8710034,-0.076841995,0.13070679,0.5652527,0.25866377
3411,-0.3047664,-0.0642573,1.3059741,0.6313423,-0.45452923,-0.023609614,1.544817,0.8129179,-0.57445365,0.0013733152,1.762073,1.0249293,-0.6481363,0.025427725,1.5014184,0.87502724,-0.083087005,0.13907328,0.579889,0.27310827
3412,-0.43021983,-0.06591256,1.489296,0.8029372,-0.48204154,-0.02615858,1.6148112,0.9132515,-0.58636457,0.007355978,1.7003403,1.0184727,-0.6555822,0.0108502135,1.4306322,0.86246055,-0.10465808,0.17058502,0.56662,0.35895962
3413,-0.47334662,-0.0667436,1.6488154,0.8989672,-0.49604607,-0.021736683,1.6818838,0.9766434,-0.61300474,0.0043398035,1.7270269,1.0448807,-0.71544766,0.017586336,1.420406,0.8784073,-0.16163683,0.16533366,0.55931586,0.44570264
3414,-0.465532,-0.07057121,1.6452725,0.9130799,-0.5046576,-0.019038547,1.695849,0.9764322,-0.6029119,-0.0021143476,1.7254612,1.0591701,-0.70973116,0.024465522,1.4600742,0.8939949,-0.15426962,0.17888318,0.56596154,0.48487785
3415,-0.48125505,-0.06365652,1.6732877,0.92580354,-0.53422284,-0.020321075,1.7503378,1.0087343,-0.6240735,-0.0038824244,1.7805221,1.0914897,-0.6816744,0.022344414,1.4925793,0.90980923,-0.14778921,0.17861658,0.60217565,0.48672795
3416,-0.49745667,-0.061567806,1.7180489,0.9558106,-0.5175921,-0.021256343,1.7553487,1.0212628,-0.61139774,-0.0072485474,1.7499411,1.0779052,-0.6828141,0.016275462,1.4592788,0.8955915,-0.18081564,0.20350324,0.60756534,0.5181908
3417,-0.5165114,-0.0719445,1.7519438,1.0109284,-0.5511665,-0.02069501,1.774836,1.0315789,-0.6525526,-0.01215099,1.763452,1.0887864,-0.6813329,0.028616602,1.447522,0.883953,-0.15793481,0.20764017,0.6373509,0.5439622
3418,-0.5552228,-0.08175801,1.7959567,1.0464578,-0.5420678,-0.019655446,1.7506125,1.0307214,-0.6374047,-0.013009035,1.7538607,1.0853707,-0.70705104,0.027303968,1.4738666,0.9176972,-0.15934782,0.20738044,0.64789426,0.58579534
3419,-0.5705091,-0.06160675,1.8378783,1.0826359,-0.5363008,-0.013571264,1.7540653,1.0260409,-0.62644786,-0.012503655,1.775079,1.1212935,-0.7175303,0.032721788,1.5187271,0.93730533,-0.17959219,0.22349554,0.68773144,0.5975859
3420,-0.5625029,-0.06277318,1.7999932,1.0774524,-0.5227351,-0.01546437,1.7381917,1.0257101,-0.61857384,-0.006268009,1.7317879,1.1149979,-0.7032258,0.03367793,1.4984262,0.91735977,-0.17093821,0.19322404,0.68785596,0.55726916
3421,-0.56015265,-0.06676181,1.7751147,1.056463,-0.5712069,-0.015397028,1.7762284,1.0320944,-0.64130366,-0.011837384,1.7555426,1.0931618,-0.652848,0.04698993,1.5255897,0.94083285,-0.123573914,0.15804611,0.65484035,0.52418715
3422,-0.5780958,-0.07033018,1.789366,1.0533103,-0.62153095,-0.011173344,1.7799972,1.0334411,-0.6684537,-0.009573532,1.7519314,1.0786833,-0.6209211,0.045071907,1.5021363,0.9193744,-0.086017475,0.121499754,0.6160849,0.5277579
3423,-0.5873067,-0.08188762,1.82895,1.0595096,-0.5911825,-0.013547076,1.8056221,1.0647112,-0.6824007,-0.008876653,1.7766874,1.1160306,-0.66316223,0.03932897,1.5300046,0.9398649,-0.12500457,0.15136488,0.6085169,0.54524827
3424,-0.54637766,-0.06911492,1.7724133,1.0200342,-0.5629688,-0.0067038927,1.7233388,1.0296596,-0.64858484,-0.006306036,1.7475543,1.1189625,-0.6080291,0.026403649,1.4560913,0.8935871,-0.10770698,0.121392995,0.6015895,0.52297676
3425,-0.4940743,-0.07066789,1.7403599,1.0201294,-0.53883356,-0.0121516185,1.7079797,1.0038787,-0.6400251,-0.006579826,1.7711798,1.1194162,-0.56809616,0.03012421,1.4014864,0.86294097,-0.115812786,0.13833779,0.6236572,0.53038603
3426,-0.4531637,-0.057917003,1.6856915,0.9784274,-0.5109126,-0.019312322,1.7189575,0.9933119,-0.59054774,-0.0029939613,1.7829372,1.1240565,-0.5642601,0.030668067,1.4130807,0.88632864,-0.12741412,0.1487396,0.64352393,0.46888366
3427,-0.3381653,-0.055999015,1.4548327,0.8050233,-0.42911935,-0.019531017,1.6248429,0.87562644,-0.5081624,-0.000911464,1.6835662,1.008231,-0.47967535,0.013181016,1.2940131,0.8050822,-0.1375438,0.15908112,0.6001148,0.3700093
3428,-0.22830996,-0.06529604,1.234175,0.6891738,-0.3080144,-0.020432578,1.3571582,0.71029913,-0.37935916,0.0017902218,1.4847053,0.8773462,-0.3277698,0.019172797,1.1300433,0.70837,-0.0464089,0.093760155,0.52696687,0.2778088
3429,-0.1419418,-0.048254296,1.048904,0.57646656,-0.25352684,-0.021793308,1.1725327,0.58585143,-0.37246186,0.011472951,1.4426385,0.8530264,-0.27542174,0.0024165595,1.008528,0.61049426,-0.0055926656,0.037637442,0.4824086,0.21690153
3430,-0.038868908,-0.044713497,0.8442623,0.43641937,-0.12047317,-0.016149366,0.9225469,0.4034807,-0.20483458,0.0077816956,1.2012411,0.71156245,-0.10419661,-0.0076091113,0.81061614,0.47390604,-0.0039008944,0.025791576,0.44649127,0.16364807
3431,0.034837,-0.019347876,0.7561339,0.3519916,-0.011921604,-0.014753321,0.6509144,0.19994675,-0.18297704,0.0068838205,1.2449187,0.6869681,-0.15842788,-0.0032944814,0.83614105,0.48004135,0.003095633,0.02398842,0.4635465,0.09394602
3432,0.10842748,-0.018655373,0.5854378,0.24295357,0.09745275,-0.014773592,0.46610335,0.08122485,-0.056148723,0.003158772,1.0176516,0.5509805,-0.08552702,-0.005855719,0.70231444,0.4056347,0.000834126,0.03448188,0.4275803,0.03900806
3433,0.16339652,-0.011498741,0.48697823,0.20782356,0.20752367,-0.009918326,0.31669503,0.01787613,0.02488869,-0.0013939645,0.9104581,0.50782675,0.1454011,-0.0013303712,0.4743994,0.2693423,0.13937409,-0.061780665,0.38079557,-0.05799463
3434,0.2431311,-0.010740871,0.40929878,0.1328058,0.26331073,-0.0036090207,0.2808768,0.008387072,0.07720582,-0.0003542258,0.89878756,0.4906169,0.20340304,0.020400785,0.42633474,0.23226164,0.13370952,-0.09920419,0.3702356,-0.09788072
3435,0.24717388,-0.022555435,0.39895955,0.13808312,0.24492113,-0.0009378324,0.3050197,0.007546322,0.10838631,-0.004894048,0.8146279,0.4394184,0.27092615,0.03497936,0.37086684,0.18090582,0.16644505,-0.0949311,0.39551347,-0.07466441
3436,0.23478575,-0.012402402,0.38022038,0.11193543,0.26251876,-0.007768911,0.29857156,0.011677398,0.19331555,-0.004873792,0.6583993,0.34189755,0.28102475,0.02053185,0.34252912,0.15347078,0.15520748,-0.089680806,0.39101446,-0.09287596
3437,0.274202,-3.1400694e-05,0.3297501,0.09038127,0.27977437,-0.004263289,0.289036,0.010860244,0.18403028,-0.0068898248,0.647627,0.34356263,0.24753393,0.017819058,0.31517047,0.1589095,0.10200642,-0.06160899,0.36389583,-0.090914086
3438,0.27987343,0.00094416307,0.2747397,0.06953988,0.31662074,-0.00057951745,0.27595407,0.0010268578,0.2475857,-0.004793773,0.5417299,0.31701833,0.2738024,0.004522784,0.23788126,0.10956031,0.07164229,-0.024137955,0.36656037,-0.067914866
3439,0.28320163,0.0081824,0.33652484,0.10184076,0.3087917,0.00030088838,0.33119446,0.010454921,0.07401898,-0.013820616,0.95580137,0.5158231,0.2002055,-0.0013487356,0.3343388,0.15709104,0.10421812,-0.047878463,0.37054178,-0.061293215
3440,0.27566937,-0.002632145,0.34026048,0.081757955,0.29134378,0.005687102,0.39753917,0.039195273,0.041891318,-0.013009218,1.0553119,0.55690694,0.22703792,-0.00523874,0.33649334,0.15914609,0.13291122,-0.07592558,0.3744856,-0.07362826
3441,0.25829685,-0.0016074181,0.35806546,0.13119496,0.30502495,0.01516139,0.29440624,0.029817712,0.0027785995,-0.010809493,1.1017094,0.61161274,0.1665725,0.0100863045,0.40086976,0.19919181,0.13119572,-0.1116943,0.34445772,-0.03542118
3442,0.2774768,-0.0019526219,0.27575615,0.053078398,0.27400407,0.017488193,0.266707,-0.024962865,-0.051436435,-0.003951906,1.1094916,0.5933232,0.1450172,0.0129176015,0.39991355,0.2144943,0.13913897,-0.12972589,0.2888324,-0.09335879
3443,0.30428183,-0.003294359,0.3351086,0.08603739,0.26915967,0.012690211,0.26274344,-0.066200115,-0.050664645,-0.010314584,1.1568272,0.5992462,0.19067986,0.0074093244,0.40547138,0.19202179,0.153894,-0.13990739,0.328323,-0.10687826
3444,0.24843796,-0.023286466,0.39825627,0.10911893,0.20520882,0.011639205,0.3569814,0.034451097,0.079130866,-0.0017743795,0.87503415,0.4791835,0.27486378,0.01127098,0.37154076,0.18796888,0.16171715,-0.15812133,0.31249294,-0.10023446
3445,0.27560675,-0.024024697,0.32712975,0.08528962,0.22009373,-0.0005079353,0.31161302,0.0065039997,0.034915324,0.0051283324,0.8971645,0.4830896,0.24053372,0.007725285,0.3656528,0.16103141,0.16814542,-0.14213753,0.31302056,-0.10608713
3446,0.2577401,-0.010681628,0.28605205,0.085685864,0.23637684,0.0065893955,0.29467204,-0.00838134,0.07520215,0.0054757996,0.8119938,0.42410505,0.26929572,2.0639238e-05,0.24673449,0.108871095,0.21107256,-0.16673014,0.2754114,-0.13565372
3447,0.23756064,-0.0063539236,0.3120492,0.1099596,0.27935803,0.0054177647,0.24326621,-0.0061663776,0.2030302,0.006111344,0.6527037,0.34607536,0.2905692,-0.014426803,0.25750846,0.14525634,0.27636507,-0.16694187,0.23427764,-0.17852858
3448,0.20153753,-0.012952592,0.36135286,0.18235852,0.2756738,0.00065546966,0.29207745,0.009658977,0.29835814,-0.0019879835,0.53843147,0.3320855,0.32045734,0.0037671635,0.30556482,0.17602797,0.3164808,-0.18937503,0.22347058,-0.19440371
3449,0.22394465,-0.021982716,0.29728416,0.10798562,0.35585093,-0.004059327,0.27974838,-0.014301303,0.3695259,0.0016707507,0.43451595,0.25460055,0.29942352,-0.0062699034,0.30140054,0.1447768,0.25393015,-0.08872322,0.25805894,-0.16301118
3450,0.27785152,-0.01769312,0.2670122,0.09160333,0.3376559,-0.0056118914,0.2705212,-0.012650085,0.36228973,-0.010387731,0.40487176,0.25862688,0.29532233,-0.015025933,0.30906522,0.16293801,0.25276938,-0.0758855,0.25095725,-0.20067191
3451,0.29286066,-0.029142099,0.20881659,0.03551456,0.35229704,-0.00045711623,0.17384112,-0.05443134,0.34813485,0.0046208794,0.35363424,0.21561064,0.28736076,-0.015572563,0.2845271,0.13513002,0.25970584,-0.09446114,0.23789701,-0.21676277
3452,0.34913024,-0.03503778,0.23156054,0.049886312,0.3303344,-0.007162174,0.23840804,-0.03278927,0.3389989,0.0022306498,0.3690829,0.21080168,0.33593202,-0.0027242457,0.31166676,0.14628589,0.2559296,-0.1264933,0.27566665,-0.22618517
3453,0.3130265,-0.054694183,0.35255587,0.08388311,0.24892353,-0.015449142,0.31169602,-0.021684911,0.26000497,-0.00020738148,0.41963583,0.23084147,0.2909899,0.008432763,0.34699622,0.16632213,0.17699428,-0.061610457,0.31303808,-0.1634776
3454,0.2547411,-0.057250615,0.46125385,0.15809505,0.15141264,-0.018053658,0.38950032,0.020022674,0.16709098,0.0013156792,0.5189036,0.2572344,0.25241452,-0.0034509199,0.40121624,0.16016197,0.12456727,-0.014529686,0.33853403,-0.13558891
3455,0.21770914,-0.054047137,0.50556606,0.18714026,0.076668344,-0.01954648,0.49456328,0.07199924,0.04434245,-0.0034596277,0.64487857,0.3176619,0.1914979,0.0034466132,0.4083386,0.17221014,0.090588905,0.024197746,0.366427,-0.12890626
3456,0.16510446,-0.045968864,0.52534497,0.19611031,-0.06505419,-0.020298183,0.60945815,0.15962201,-0.24520548,0.0043263393,1.0506387,0.5370453,0.037474472,0.0012016942,0.47565457,0.20032403,0.131697,-0.027097223,0.34191287,-0.12286197
3457,0.12206946,-0.043967776,0.59838575,0.20615682,-0.13549873,-0.028276606,0.6781346,0.19077013,-0.3620733,0.0021000067,1.2518142,0.63402545,-0.035567123,0.0034135901,0.56800747,0.26231742,0.10362307,-0.02310793,0.3539262,-0.09942515
3458,0.081975974,-0.052963916,0.6287261,0.2035313,-0.21778291,-0.02394116,0.7972277,0.2558242,-0.4295613,0.0035957994,1.4070355,0.6967248,-0.17034736,0.019577062,0.77736205,0.37848243,0.09793555,-0.035894774,0.37909633,-0.031532895
3459,0.10131206,-0.06603121,0.58711696,0.14956316,-0.24995884,-0.03106276,0.8561757,0.29247287,-0.42789382,0.0031332488,1.4230746,0.7041223,-0.29209262,0.028448405,0.9463518,0.4786122,0.07055701,-0.024056854,0.38659182,0.012979123
3460,0.023745863,-0.057245333,0.61934733,0.14542301,-0.3750853,-0.028818488,1.1137941,0.4538787,-0.48796597,0.004070807,1.5336331,0.7476307,-0.4126161,0.02930554,1.1225692,0.58807516,0.058779143,-0.05597998,0.35056832,-0.021237068
3461,-0.004295987,-0.056003775,0.6781952,0.18017395,-0.3394086,-0.025777912,1.1624553,0.4678079,-0.4915399,0.0046165907,1.5471516,0.7338477,-0.4820575,0.02719107,1.2036273,0.6319813,0.042069163,-0.027023122,0.36523187,-0.000692608
3462,-0.0787447,-0.047364295,0.7410456,0.23219717,-0.37941578,-0.023691958,1.2137352,0.5328676,-0.49868023,-0.00040182707,1.5367115,0.7674022,-0.4613345,0.036777847,1.2228358,0.6606969,0.039920703,-0.032750305,0.36662143,-0.0040455004
3463,-0.080172315,-0.052856125,0.82867783,0.30109128,-0.3777186,-0.02187194,1.3091309,0.5920575,-0.47608033,-0.0018773562,1.5349711,0.7854492,-0.41615063,0.044385668,1.2384981,0.68189746,0.05395134,-0.034701984,0.377141,0.031396583
3464,-0.21136263,-0.047085892,0.9793822,0.4309521,-0.45440054,-0.015748085,1.3900138,0.66375655,-0.52946335,-0.005535206,1.5480373,0.8334104,-0.4870536,0.0450409,1.3134485,0.728529,0.060149405,-0.008600759,0.39318532,0.07340738
3465,-0.23487666,-0.05464889,1.0024393,0.42049474,-0.5045306,-0.008638514,1.4574015,0.6781479,-0.5974037,-0.009611919,1.6291517,0.87182903,-0.56445867,0.0514799,1.423874,0.7929724,0.058382023,0.0021939683,0.4307461,0.10297401
3466,-0.2815534,-0.06850372,0.9963889,0.40248832,-0.59349674,-0.010490695,1.5148602,0.7150035,-0.67564446,-0.00524369,1.6948477,0.91102684,-0.6192521,0.05027419,1.4521186,0.8111883,0.10738974,-0.03880781,0.3833031,0.041473765
3467,-0.3406776,-0.058473457,1.1150193,0.48278219,-0.6182956,-0.0066207997,1.6281794,0.8180252,-0.6905608,-0.0019704157,1.7450453,0.96872306,-0.6427576,0.047090206,1.4576542,0.82773185,0.10430405,-0.034487333,0.41967934,0.07341982
3468,-0.46296653,-0.06083228,1.4018099,0.71297795,-0.58503026,-0.0057200654,1.6203542,0.8468194,-0.6489117,-0.00449524,1.7574552,1.0364838,-0.6095336,0.052494124,1.4727142,0.8806004,0.082538106,-0.013649228,0.47001404,0.17323259
3469,-0.49433893,-0.051782146,1.4910319,0.7922721,-0.5341665,-0.0085605215,1.613734,0.86743414,-0.6003744,-0.0015480897,1.7433708,1.0711266,-0.67038935,0.031914152,1.5343366,0.9092585,0.029380426,0.016784126,0.47788763,0.20778324
3470,-0.38998538,-0.039282527,1.4378953,0.73421806,-0.5210466,-0.022066347,1.6336805,0.8598769,-0.5895855,-0.004841286,1.7694007,1.0664905,-0.63039804,0.012849701,1.4910616,0.8763139,-0.022154031,0.0438065,0.47060928,0.17825963
3471,-0.34348574,-0.051158585,1.3892857,0.74587387,-0.51893324,-0.02469843,1.6354984,0.8606913,-0.58024126,-0.0077779284,1.7567179,1.0177853,-0.51117116,-0.0003441078,1.3953592,0.8558031,0.0069670468,0.060714997,0.47857216,0.17443986
3472,-0.26253617,-0.070477106,1.2369937,0.6657735,-0.4426323,-0.028499175,1.4622952,0.71308887,-0.48978192,-0.010586669,1.609984,0.9295402,-0.43105146,0.006131635,1.3161746,0.8016185,0.004824903,0.055686794,0.52071697,0.20055324
3473,-0.1281952,-0.04821965,1.0437865,0.539787,-0.2500539,-0.025023906,1.28884,0.59269434,-0.24588808,-0.014923252,1.3415792,0.78191704,-0.20664649,-0.0030319665,1.1169361,0.6793205,0.031552467,0.04686997,0.525345,0.112977
3474,-0.03816232,-0.038621847,0.842409,0.36908972,-0.08201434,-0.016837208,0.89994115,0.3510806,-0.11188005,-0.008013732,1.155583,0.65151125,-0.09441709,0.004525813,0.9193371,0.5547705,0.039698184,0.03777569,0.4888813,0.06429537
3475,0.1154463,-0.027760157,0.5863842,0.21319224,0.1224977,-0.008495902,0.44736627,0.108358264,0.08178499,-0.009974685,0.7251484,0.41669354,0.07324667,0.0035107632,0.55022025,0.32060036,0.028348472,0.044894762,0.40980446,0.00097246584
3476,0.17547032,-0.03110447,0.4773608,0.17318088,0.21471581,-0.0019190416,0.35410032,0.083883904,0.15363292,-0.0115321195,0.63067806,0.3794631,0.095246814,0.012281798,0.43903622,0.2485279,0.06080179,0.022055224,0.40942308,-0.009609814
3477,0.22785571,-0.012024367,0.4103116,0.12834491,0.34528828,0.0035282187,0.28742328,0.04558914,0.27701494,-0.0032577305,0.5729197,0.3216625,0.1583525,0.019304436,0.34575585,0.19519046,0.05081611,-0.018233003,0.4026152,0.020865459
3478,0.27027452,-0.009253438,0.4021975,0.12049677,0.3413161,0.004978385,0.23474629,-0.029735755,0.30506003,-0.0038646914,0.52717835,0.2917985,0.24209757,0.017089969,0.3301497,0.18051426,0.08668778,-0.06340349,0.3791793,-0.04637375
3479,0.23777981,-0.0013264234,0.41154805,0.118478015,0.27205697,0.008083487,0.2664196,0.0181908,0.22345558,-0.0032524192,0.56446797,0.35394385,0.17428316,0.030639565,0.41457987,0.22871596,0.10452237,-0.098906495,0.37568444,-0.05909457
3480,0.19417886,0.0024397979,0.48189992,0.17456657,0.24200459,0.014140518,0.38675126,0.08029444,0.17448853,0.0027224803,0.65296435,0.4096203,0.11819776,0.022314884,0.5043089,0.2718891,0.07814808,-0.07089699,0.37851393,-0.034514766
3481,0.22597994,0.00082751666,0.4143802,0.14545201,0.27486444,0.019398667,0.32220414,0.028581325,0.23505402,0.010940037,0.6210295,0.37931764,0.1961567,0.016990403,0.4557229,0.22856244,0.0814014,-0.08652035,0.35262355,-0.07113696
3482,0.3198314,0.03627819,0.30744103,0.052924957,0.36359692,0.008017927,0.23462343,-0.03522086,0.26560068,0.003006144,0.66673446,0.36160257,0.30955645,0.00054457545,0.36270502,0.15988418,0.14468388,-0.12445987,0.33392945,-0.15066372
3483,0.31663454,0.031387784,0.319431,0.04217921,0.35958648,0.007303853,0.22182937,0.00039267328,0.17034465,-0.0003482672,0.834655,0.4495143,0.2487276,-0.007968343,0.36397168,0.18042511,0.1287008,-0.14071357,0.32307923,-0.07318982
3484,0.30560964,0.006192689,0.2351692,0.04016607,0.37643197,0.009803389,0.20854011,0.011810162,0.26801217,-0.0014111311,0.574626,0.3512261,0.2754569,-0.01657279,0.2965223,0.13957837,0.14567217,-0.11970508,0.2965835,-0.082607016
3485,0.2668293,-0.0052465606,0.2730469,0.101139486,0.36713752,0.006211305,0.23143727,0.007295773,0.38673303,-0.0028409397,0.39170507,0.26371482,0.35075733,-0.0053397994,0.30220187,0.14489245,0.2382039,-0.13715799,0.29221812,-0.14414473
3486,0.24783286,0.01478873,0.29578164,0.104386106,0.37728456,0.008278412,0.33795446,0.038667597,0.42717782,-0.002447606,0.4368856,0.25473103,0.3991278,-0.015152973,0.2732361,0.13380986,0.20749561,-0.085794225,0.32481545,-0.13678043
3487,0.2579053,0.01380272,0.31317663,0.10530822,0.35399386,0.012912529,0.38701442,0.04715272,0.4027375,-0.002824365,0.43332076,0.27367842,0.35842365,0.002024246,0.33164427,0.19061859,0.16956134,-0.07360991,0.35622147,-0.14232554
3488,0.25806916,-0.0013831668,0.30882195,0.110782176,0.33430162,0.01209859,0.3538706,0.045656353,0.38911515,-0.0048842737,0.3930076,0.23795436,0.3732365,-0.0026077041,0.26606712,0.1565715,0.19837378,-0.07198657,0.34766498,-0.12956734
3489,0.28113768,-0.018588489,0.24779354,0.0795873,0.34910014,0.010618537,0.20005246,-0.028154798,0.3826949,-0.003011051,0.29966202,0.19607186,0.36896095,-0.008122797,0.22167225,0.1148224,0.20016553,-0.09334306,0.29171595,-0.12292826
3490,0.26981726,-0.015395819,0.26761603,0.07985268,0.33573684,0.006622124,0.2282652,-0.011234404,0.36266184,-0.0026686622,0.32694507,0.19802919,0.3512258,0.0071771443,0.2215486,0.12290707,0.17695434,-0.090073995,0.28778565,-0.10685715
3491,0.28270367,-0.03436404,0.3031634,0.101373255,0.32591686,0.00044488255,0.25383425,-0.0036051497,0.3490155,0.0033980077,0.31578112,0.19761628,0.3279776,0.013806854,0.24744508,0.13549273,0.13518749,-0.06143359,0.34276852,-0.0868171
3492,0.25700074,-0.041288927,0.34931415,0.12392479,0.30263713,-0.00037165312,0.2828684,0.0045007844,0.28188816,0.00493408,0.42257655,0.2341239,0.31414255,0.012357623,0.2727098,0.1322328,0.12866823,-0.030300092,0.3596617,-0.07949948
3493,0.24898727,-0.042496037,0.38984105,0.113623455,0.2753744,-0.0047309306,0.2768117,0.016243469,0.25181705,0.0047411136,0.48922163,0.2481589,0.34532243,0.018887594,0.28587073,0.14000972,0.15327458,-0.0673101,0.36807752,-0.12281391
3494,0.24459313,-0.016812043,0.370958,0.08322383,0.2664157,-0.0015192054,0.24578397,0.0106806215,0.18419284,0.00589429,0.5614789,0.3135325,0.22787593,0.017728208,0.30658948,0.16499382,0.15444754,-0.11833701,0.33451757,-0.11939288
3495,0.2573783,-0.016176125,0.35372508,0.11049043,0.25318205,0.0026745014,0.24509373,0.007131928,0.18611243,0.0032636358,0.48246312,0.28632402,0.24656327,0.007111176,0.2355507,0.11785532,0.14193651,-0.11620592,0.33099133,-0.110591225
3496,0.25113887,-0.020152308,0.2972108,0.07808361,0.24068063,-0.007869312,0.22564226,-0.014338994,0.20747705,0.0024036295,0.42254487,0.23720324,0.2182834,0.0033181813,0.23957221,0.12447975,0.16974233,-0.12774663,0.2854748,-0.14856856
3497,0.22739205,-0.012906436,0.36890328,0.13388512,0.2558191,-0.006793464,0.23957248,0.008136647,0.25889322,-0.0061491774,0.36523795,0.21686307,0.2610528,0.006124132,0.25628212,0.12685758,0.18604358,-0.11777288,0.3046163,-0.12475011
3498,0.22067112,-0.001077845,0.41382077,0.13877884,0.26837483,-0.008481949,0.26648635,0.011151973,0.26442054,-0.008209372,0.44299534,0.24200352,0.21167989,-0.007995837,0.31911355,0.15138993,0.18175906,-0.10469326,0.32874668,-0.12687948
3499,0.24435355,-0.02777149,0.38725445,0.15118594,0.26074865,-0.014684949,0.26786134,-0.00834222,0.21418767,-0.013492525,0.48603618,0.26150236,0.24628009,-0.0026937665,0.30159613,0.13138069,0.21959445,-0.089797504,0.3448767,-0.13912518
3500,0.2543248,-0.040877108,0.29864362,0.07601912,0.2544906,-0.012629778,0.23887397,0.008434755,0.20583685,-0.002226865,0.4708934,0.24332726,0.23981602,-0.0012492959,0.3047341,0.11447142,0.20825505,-0.07260565,0.33288252,-0.14847977
3501,0.26779738,-0.040745884,0.27775675,0.043762386,0.21693642,-0.015598587,0.28991473,0.03466261,0.17913504,-0.006277822,0.4997745,0.24120101,0.24193327,0.013165673,0.26796073,0.09144181,0.1707154,-0.06908653,0.31757212,-0.14330488
3502,0.24056505,-0.026921371,0.3218184,0.07283538,0.1748305,-0.023303866,0.24365282,0.038794186,-0.040332336,-0.002971462,0.790515,0.42100233,0.041804772,0.013940602,0.3484202,0.17867857,0.1469137,-0.076781414,0.2883043,-0.09509099
3503,0.24994093,-0.022789862,0.32286274,0.043332074,0.10880048,-0.015355117,0.31821552,0.038911786,-0.16543789,-0.00045960664,1.128793,0.57815576,-0.0077005923,0.0006341121,0.45789576,0.2247935,0.14905584,-0.0663406,0.27498725,-0.10385572
3504,0.2027368,-0.027427258,0.40290415,0.09132166,0.024021095,-0.017026765,0.53179646,0.13577594,-0.31325614,-0.0050650476,1.3554698,0.7377035,-0.20688003,0.0081470115,0.71256626,0.37439704,0.10006219,-0.03507096,0.34654936,-0.05235692
3505,0.21948358,-0.017048428,0.37656766,0.06747412,0.032704145,-0.009000193,0.5256073,0.12929834,-0.28621656,-0.0017209469,1.4047122,0.74232095,-0.20516112,0.015449427,0.81614214,0.42206937,0.120871626,-0.029938558,0.34814787,-0.036015827
3506,0.17557217,-0.01581186,0.4175534,0.111207224,0.00072156126,-0.0052131917,0.52231145,0.117888734,-0.3488999,-0.0060285125,1.4568559,0.785447,-0.32023183,0.02609127,0.9492208,0.50782466,0.07866395,-0.008896393,0.40698898,0.025913766
3507,0.19577464,-0.0053453604,0.3795934,0.08673173,0.0024937552,-0.0059662964,0.5181893,0.098439425,-0.31265068,-0.0069818455,1.448824,0.77216107,-0.35332662,0.0215687,1.0570425,0.5746032,0.08338669,0.015451535,0.3967708,-0.018471457
3508,0.15197691,-0.012196025,0.40333095,0.09461268,-0.02653951,-0.0010605273,0.43037134,0.06555195,-0.3577999,-5.4395623e-05,1.4651225,0.78002113,-0.45536575,0.031042036,1.1143224,0.6096658,0.05288451,0.018579375,0.37914622,0.016821042
3509,0.14877339,-0.010301276,0.41361955,0.09499349,-0.07150245,-0.0018488737,0.512231,0.11515643,-0.3961334,0.0013317395,1.5349331,0.8110168,-0.47584483,0.02566054,1.1369144,0.60754484,0.041295916,0.034635793,0.3552959,0.012556359
3510,0.15101194,-0.01705457,0.39153177,0.08360139,-0.0854116,-0.002223153,0.4725592,0.07886466,-0.4385189,0.0026431163,1.4899923,0.78756326,-0.5176171,0.034396853,1.0817369,0.58399385,0.04613535,-0.0021244097,0.3314212,0.046542387
3511,0.15752818,-0.006156874,0.42238587,0.1122892,-0.07317526,0.002375273,0.50754595,0.09957437,-0.42044848,-0.00022945077,1.5150775,0.7912851,-0.4850945,0.038560115,1.0979718,0.59977514,0.057190046,-0.001435902,0.3455059,0.04138761
